Fisher,Variance_F,SE_F,ID_R,Year,country,design,terrortype,outcome
-0.052669,0.005051,0.07107,10157,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.043591,0.005263,0.072547,10157,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.105463,0.005025,0.070887,10157,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.041609,0.005102,0.071428,10157,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.185178466226212,0.005181408324,0.071982,10158,2007,United States,(Quasi)Experiment,Islamist,Rally Effects
-0.228917,0.000388,0.019698,10159,2006,,Correlation,Islamist,Outgroup Hostility
0.060072,0.000388,0.019698,10159,2006,,Correlation,Islamist,Outgroup Hostility
-0.088228,0.000388,0.019698,10159,2006,,Correlation,Islamist,Conservatism
-0.094278,0.001905,0.043646,10159,2006,,Correlation,Islamist,Outgroup Hostility
-0.090244,0.001905,0.043646,10159,2006,,Correlation,Islamist,Outgroup Hostility
-0.321652,0.001905,0.043646,10159,2006,,Correlation,Islamist,Conservatism
0.205729,0.000923,0.030381,10160,2012,United States,(Quasi)Experiment,No Ideology,Conservatism
0.030009,0.003096,0.055642,10161,2009,Other: Western,Correlation,Islamist,Conservatism
0.040021,0.003096,0.055642,10161,2009,Other: Western,Correlation,Islamist,Conservatism
0.030009,0.003096,0.055642,10161,2009,Other: Western,Correlation,Islamist,Outgroup Hostility
-0.040021,0.003096,0.055642,10161,2009,Other: Western,Correlation,Islamist,Outgroup Hostility
0.0075,0.007874,0.088736,10162,2008,United States,(Quasi)Experiment,No Ideology,Conservatism
-0.223475,0.011494,0.10721,10162,2008,United States,(Quasi)Experiment,No Ideology,Conservatism
-0.14306,0.007752,0.088045,10162,2008,United States,(Quasi)Experiment,No Ideology,Conservatism
-0.165879,0.007874,0.088736,10162,2008,United States,(Quasi)Experiment,No Ideology,Conservatism
0.173942,0.003922,0.062626,10163,2006,United States,(Quasi)Experiment,Islamist,Rally Effects
-0.041005,0.002237,0.047297,10163,2006,United States,(Quasi)Experiment,Islamist,Rally Effects
0.272058,0.003922,0.062626,10163,2006,United States,(Quasi)Experiment,Islamist,Rally Effects
0.02553,0.002237,0.047297,10163,2006,United States,(Quasi)Experiment,Islamist,Rally Effects
0.187118,0.005747,0.075809,10164,2007,United States,(Quasi)Experiment,Islamist,Conservatism
0.277381,0.019608,0.140029,10164,2007,United States,(Quasi)Experiment,Islamist,Conservatism
0.155415,0.008333,0.091285,10164,2007,United States,(Quasi)Experiment,Islamist,Conservatism
0.123391,0.005747,0.075809,10164,2007,United States,(Quasi)Experiment,Islamist,Conservatism
0.164906,0.019608,0.140029,10164,2007,United States,(Quasi)Experiment,Islamist,Conservatism
0.071374,0.008333,0.091285,10164,2007,United States,(Quasi)Experiment,Islamist,Conservatism
0.261058,0.007353,0.08575,10165,2009,United States,(Quasi)Experiment,Islamist,Conservatism
0.111652,0.007353,0.08575,10165,2009,United States,(Quasi)Experiment,Islamist,Conservatism
0.699859,0.007353,0.08575,10165,2009,United States,(Quasi)Experiment,Islamist,Rally Effects
0.160906,0.007353,0.08575,10165,2009,United States,(Quasi)Experiment,Islamist,Conservatism
0.46651,0.007353,0.08575,10165,2009,United States,(Quasi)Experiment,Islamist,Conservatism
0.447542,0.007353,0.08575,10165,2009,United States,(Quasi)Experiment,Islamist,Conservatism
0.037923,0.007353,0.08575,10165,2009,United States,(Quasi)Experiment,Islamist,Conservatism
0.117563,0.007353,0.08575,10165,2009,United States,(Quasi)Experiment,Islamist,Conservatism
0.149502,0.007353,0.08575,10165,2009,United States,(Quasi)Experiment,Islamist,Conservatism
0.102308,0.007353,0.08575,10165,2009,United States,(Quasi)Experiment,Islamist,Conservatism
0.091226,0.007353,0.08575,10165,2009,United States,(Quasi)Experiment,Islamist,Conservatism
-0.30952,0.003106,0.055731,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
-0.202733,0.003106,0.055731,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
-0.342828,0.003106,0.055731,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
-0.276864,0.003106,0.055731,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
-0.342828,0.003546,0.059548,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
-0.298566,0.003546,0.059548,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
-0.331647,0.003546,0.059548,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
-0.298566,0.003546,0.059548,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
-0.090244,0.002222,0.047138,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
-0.110447,0.002222,0.047138,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
-0.090244,0.002222,0.047138,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
-0.100335,0.002222,0.047138,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
-0.244774,0.002315,0.048114,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
-0.15114,0.002315,0.048114,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
-0.213171,0.002315,0.048114,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
-0.140926,0.002315,0.048114,10166,2019,Other: Western,Correlation,Extreme Right,Rally Effects
0.213171,0.000668,0.025846,10167,2016,Israel,Correlation,Other,Outgroup Hostility
0.15114,0.000668,0.025846,10167,2016,Israel,Longitudinal,Other,Outgroup Hostility
0.255413,0.000668,0.025846,10167,2016,Israel,Longitudinal,Other,Outgroup Hostility
0.031062,0.004464,0.066813,10168,2017,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.346631,0.037037,0.19245,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.190819,0.034483,0.185696,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.483152,0.037037,0.19245,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.22259,0.038462,0.196117,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.308921,0.04,0.2,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.403934,0.037037,0.19245,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.236064,0.034483,0.185696,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.440057,0.037037,0.19245,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.289837,0.038462,0.196117,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.286216,0.04,0.2,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.217962,0.037037,0.19245,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.074778,0.034483,0.185696,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.410621,0.037037,0.19245,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.143746,0.038462,0.196117,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.288145,0.04,0.2,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.484016,0.037037,0.19245,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.294675,0.034483,0.185696,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.454636,0.037037,0.19245,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.136264,0.038462,0.196117,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.2297,0.04,0.2,10169,2016,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.109094,0.000173,0.013153,10170,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.093486,0.000175,0.013229,10170,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.376886,0.004975,0.070534,10171,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0.202733,0.004975,0.070534,10171,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0.192337,0.004975,0.070534,10171,2018,Other: Western,Correlation,Islamist,Outgroup Hostility
0.472231,0.00495,0.070356,10171,2018,United States,Correlation,Islamist,Outgroup Hostility
0.472231,0.00495,0.070356,10171,2018,United States,Correlation,Islamist,Outgroup Hostility
0.4118,0.00495,0.070356,10171,2018,United States,Correlation,Islamist,Outgroup Hostility
0.223656,0.001709,0.04134,10172,2013,Other: Western,Correlation,No Ideology,Conservatism
0.298566,0.001709,0.04134,10172,2013,Other: Western,Correlation,No Ideology,Conservatism
0.365444,0.001709,0.04134,10172,2013,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.53606,0.001709,0.04134,10172,2013,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.365444,0.001709,0.04134,10172,2013,Other: Western,Correlation,No Ideology,Conservatism
0.30952,0.001709,0.04134,10172,2013,Other: Western,Correlation,No Ideology,Conservatism
0.472231,0.001709,0.04134,10172,2013,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.647523,0.001709,0.04134,10172,2013,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.140926,0.003367,0.058026,10173,2013,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.522984,0.003367,0.058026,10173,2013,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.53606,0.003367,0.058026,10173,2013,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.244774,0.001255,0.035426,10173,2013,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.522984,0.001255,0.035426,10173,2013,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.57634,0.001255,0.035426,10173,2013,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.234189,0.001255,0.035426,10173,2013,Other: Western,Correlation,No Ideology,Conservatism
0.244774,0.001255,0.035426,10173,2013,Other: Western,Correlation,No Ideology,Conservatism
0.223656,0.001255,0.035426,10173,2013,Other: Western,Correlation,No Ideology,Conservatism
0.13074,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
-0.01,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
0.040021,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
-0.100335,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
0.15114,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
0.090244,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
0.090244,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
0.100335,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
0.070115,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
0.030009,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
0.050042,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
0.030009,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
0.266108,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
0.213171,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
0.266108,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
0.090244,0.005051,0.07107,10174,2005,United States,Correlation,No Ideology,Outgroup Hostility
0.125955,0.001036,0.032187,10175,2019,Other: Western,(Quasi)Experiment,No Ideology,Rally Effects
0.079454,0.001022,0.031969,10175,2019,Other: Western,(Quasi)Experiment,No Ideology,Rally Effects
0.164946,0.00103,0.032094,10175,2019,Other: Western,(Quasi)Experiment,No Ideology,Rally Effects
0.09483,0.001024,0.032,10175,2019,Other: Western,(Quasi)Experiment,No Ideology,Rally Effects
-0.9071,0.010753,0.103697,10176,2014,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.99,0.010753,0.103697,10176,2014,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.32809,0.010753,0.103697,10176,2014,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.281795,0.011628,0.107833,10176,2014,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.192064,0.000178,0.013342,10177,2017,,Correlation,Islamist,Conservatism
-0.078643,0.002646,0.051439,10178,2006,Israel,(Quasi)Experiment,Islamist,Rally Effects
-0.03129,0.002646,0.051439,10178,2006,Israel,(Quasi)Experiment,Islamist,Rally Effects
0.014278,0.021277,0.145866,10179,2010,Other: Western,Correlation,No Ideology,Rally Effects
0.06678,0.003984,0.063119,10180,2019,United States,Correlation,Islamist,Rally Effects
0.089042,0.003984,0.063119,10180,2019,United States,Correlation,Islamist,Rally Effects
0.15148,0.003984,0.063119,10180,2019,United States,Correlation,Islamist,Conservatism
0.097417,0.015873,0.125988,10180,2019,Israel,Longitudinal,Islamist,Conservatism
0.151198,0.003774,0.061433,10180,2019,Israel,Correlation,Islamist,Conservatism
0.299658,0.005,0.070711,10180,2019,Other: Western,Correlation,Islamist,Conservatism
0.236302,0.005,0.070711,10180,2019,Other: Western,Correlation,Islamist,Conservatism
0.169608,0.005,0.070711,10180,2019,Other: Western,Correlation,Islamist,Conservatism
0.459897,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Conservatism
-0.298566,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Conservatism
-0.298566,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Conservatism
0.15114,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Conservatism
-0.090244,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Conservatism
-0.110447,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Conservatism
0.30952,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Conservatism
-0.320545,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Conservatism
-0.110447,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Conservatism
0.181983,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Conservatism
-0.171667,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Conservatism
-0.080171,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Conservatism
0.161387,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Conservatism
-0.234189,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Conservatism
0,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Conservatism
0.120581,0.009346,0.096675,10181,2005,United States,Correlation,Islamist,Conservatism
-0.13074,0.009346,0.096675,10181,2005,United States,Correlation,Islamist,Conservatism
-0.040021,0.009346,0.096675,10181,2005,United States,Correlation,Islamist,Conservatism
0.213171,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Outgroup Hostility
-0.181983,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Outgroup Hostility
-0.100335,0.008547,0.09245,10181,2005,United States,Correlation,Islamist,Outgroup Hostility
0.223656,0.009091,0.095347,10182,2008,United States,Correlation,No Ideology,Rally Effects
0.223656,0.009091,0.095347,10182,2008,United States,Correlation,No Ideology,Rally Effects
0.181983,0.009091,0.095347,10182,2008,United States,Correlation,No Ideology,Conservatism
0.181983,0.006135,0.078326,10182,2008,United States,Correlation,No Ideology,Rally Effects
0.161387,0.006135,0.078326,10182,2008,United States,Correlation,No Ideology,Rally Effects
0.070115,0.006135,0.078326,10182,2008,United States,Correlation,No Ideology,Conservatism
0.080171,0.006135,0.078326,10182,2008,United States,Correlation,No Ideology,Conservatism
0.250403,0.008696,0.093252,10183,2013,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.140954,0.008696,0.093252,10183,2013,United States,(Quasi)Experiment,Other,Outgroup Hostility
0.200688,0.008264,0.090907,10183,2013,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.184934,0.008264,0.090907,10183,2013,United States,(Quasi)Experiment,Other,Outgroup Hostility
0.342682,0.010101,0.100504,10183,2013,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.099106,0.010101,0.100504,10183,2013,United States,(Quasi)Experiment,Other,Outgroup Hostility
0.460452,0.009346,0.096675,10183,2013,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.246143,0.009346,0.096675,10183,2013,United States,(Quasi)Experiment,Other,Outgroup Hostility
0.218263,0.005076,0.071246,10183,2013,United States,(Quasi)Experiment,Other,Outgroup Hostility
0.126938,0.006803,0.08248,10183,2013,United States,(Quasi)Experiment,Other,Outgroup Hostility
0.242613,0.010309,0.101533,10183,2013,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.242613,0.005076,0.071246,10183,2013,United States,(Quasi)Experiment,Other,Outgroup Hostility
0.139547,0.010309,0.101533,10183,2013,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.271647,0.005076,0.071246,10183,2013,United States,(Quasi)Experiment,Other,Outgroup Hostility
0.154386,0.005076,0.071246,10183,2013,United States,(Quasi)Experiment,Other,Outgroup Hostility
0.228019,0.010309,0.101533,10183,2013,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.15114,0.001404,0.03747,10184,2017,United States,Correlation,Islamist,Conservatism
0.050042,0.001404,0.03747,10184,2017,United States,Correlation,Islamist,Conservatism
-0.030009,0.001404,0.03747,10184,2017,United States,Correlation,Islamist,Conservatism
0.244774,0.005076,0.071246,10184,2017,United States,Correlation,Islamist,Rally Effects
0.365444,0.005076,0.071246,10184,2017,United States,Correlation,Islamist,Outgroup Hostility
0.331647,0.005076,0.071246,10184,2017,United States,Correlation,Islamist,Outgroup Hostility
0.213171,0.005076,0.071246,10184,2017,United States,Correlation,Islamist,Conservatism
0.205739,0.005128,0.07161,10184,2017,United States,Correlation,Islamist,Outgroup Hostility
0.162124,0.005128,0.07161,10184,2017,United States,Correlation,Islamist,Outgroup Hostility
0.148692,0.005128,0.07161,10184,2017,United States,Correlation,Islamist,Conservatism
0.495419,0.000358,0.018921,10185,2009,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.00578,2.7e-05,0.005196,10186,2015,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.007713,2.7e-05,0.005196,10186,2015,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.342828,0.012987,0.113961,10187,2011,,Correlation,No Ideology,Rally Effects
0.276864,0.012987,0.113961,10187,2011,,Correlation,No Ideology,Conservatism
0.070115,0.007353,0.08575,10187,2011,,Correlation,No Ideology,Rally Effects
0.354093,0.007353,0.08575,10187,2011,,Correlation,No Ideology,Conservatism
0.189585,0.00241,0.049092,10188,2006,Israel,(Quasi)Experiment,Islamist,Conservatism
0.203122,0.012658,0.112508,10189,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.230388,0.012658,0.112508,10189,2014,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.185688,0.012658,0.112508,10189,2014,Israel,(Quasi)Experiment,Islamist,Rally Effects
0.066091,0.000211,0.014526,10190,2010,Israel,(Quasi)Experiment,Islamist,Conservatism
-0.021713,0.000719,0.026814,10190,2010,Israel,(Quasi)Experiment,Islamist,Conservatism
0.335562,0.003413,0.058421,10191,2008,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.349041,0.003413,0.058421,10191,2008,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.409635,0.003413,0.058421,10191,2008,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.34846,0.003413,0.058421,10191,2008,Israel,(Quasi)Experiment,Islamist,Conservatism
0.305729,0.003413,0.058421,10191,2008,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.361332306537784,0.0086955625,0.09325,10192,2016,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.184621721807787,0.009345862276,0.096674,10192,2016,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.489072120918944,0.0086955625,0.09325,10192,2016,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.320110502343223,0.009345862276,0.096674,10192,2016,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.260199337574728,0.0086955625,0.09325,10192,2016,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.269622507341748,0.009345862276,0.096674,10192,2016,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.0205294676689707,0.0086955625,0.09325,10192,2016,Israel,(Quasi)Experiment,Islamist,Conservatism
-0.392925132587311,0.009345862276,0.096674,10192,2016,Israel,(Quasi)Experiment,Islamist,Conservatism
0.245830762065148,0.0086955625,0.09325,10192,2016,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.334414028913716,0.009345862276,0.096674,10192,2016,Israel,(Quasi)Experiment,Islamist,Outgroup Hostility
0.145941,0.006993,0.083624,10193,2010,United States,Correlation,No Ideology,Rally Effects
0.19478,0.006993,0.083624,10193,2010,United States,Correlation,No Ideology,Rally Effects
0.569358,0.0125,0.111803,10194,2013,United States,(Quasi)Experiment,Other,Conservatism
0.223656,0.001661,0.040755,10195,2005,United States,Correlation,No Ideology,Conservatism
0.15114,0.001661,0.040755,10195,2005,United States,Correlation,No Ideology,Rally Effects
0.140926,0.001661,0.040755,10195,2005,United States,Correlation,No Ideology,Outgroup Hostility
0.161387,0.001661,0.040755,10195,2005,United States,Correlation,No Ideology,Rally Effects
0.202733,0.001661,0.040755,10195,2005,United States,Correlation,No Ideology,Rally Effects
0.13074,0.001661,0.040755,10195,2005,United States,Correlation,No Ideology,Rally Effects
0.171667,0.001661,0.040755,10195,2005,United States,Correlation,No Ideology,Conservatism
0.223656,0.001661,0.040755,10195,2005,United States,Correlation,No Ideology,Rally Effects
-0.120581,0.001661,0.040755,10195,2005,United States,Correlation,No Ideology,Conservatism
0.080171,0.001828,0.042755,10196,2006,United States,Correlation,Islamist,Conservatism
0.192337,0.001828,0.042755,10196,2006,United States,Correlation,Islamist,Conservatism
0.192337,0.001828,0.042755,10196,2006,United States,Correlation,Islamist,Conservatism
-0.161387,0.001828,0.042755,10196,2006,United States,Correlation,Islamist,Conservatism
0.354093,0.001828,0.042755,10196,2006,United States,Correlation,Islamist,Conservatism
0.020003,0.001828,0.042755,10196,2006,United States,Correlation,Islamist,Conservatism
0.100335,0.001828,0.042755,10196,2006,United States,Correlation,Islamist,Conservatism
0.192337,0.001828,0.042755,10196,2006,United States,Correlation,Islamist,Conservatism
0.376886,0.001828,0.042755,10197,2004,United States,Longitudinal,Islamist,Rally Effects
0.30952,0.001828,0.042755,10197,2004,United States,Longitudinal,Islamist,Rally Effects
0.40006,0.001828,0.042755,10197,2004,United States,Longitudinal,No Ideology,Rally Effects
-0.070115,0.001828,0.042755,10197,2004,United States,Longitudinal,Islamist,Conservatism
-0.110447,0.001828,0.042755,10197,2004,United States,Longitudinal,Islamist,Conservatism
-0.090244,0.001828,0.042755,10197,2004,United States,Longitudinal,No Ideology,Conservatism
0.213171,0.001828,0.042755,10197,2004,United States,Longitudinal,Islamist,Rally Effects
0.202733,0.001828,0.042755,10197,2004,United States,Longitudinal,Islamist,Rally Effects
0.171667,0.001828,0.042755,10197,2004,United States,Longitudinal,No Ideology,Rally Effects
0.120581,0.001828,0.042755,10197,2004,United States,Longitudinal,Islamist,Outgroup Hostility
0.266108,0.001828,0.042755,10197,2004,United States,Longitudinal,Islamist,Outgroup Hostility
0.202733,0.001828,0.042755,10197,2004,United States,Longitudinal,No Ideology,Outgroup Hostility
0.140926,0.001828,0.042755,10197,2004,United States,Longitudinal,Islamist,Outgroup Hostility
0.13074,0.001828,0.042755,10197,2004,United States,Longitudinal,Islamist,Outgroup Hostility
0.161387,0.001828,0.042755,10197,2004,United States,Longitudinal,No Ideology,Outgroup Hostility
0.025226,0.000889,0.029816,10198,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.020242,0.000955,0.030903,10198,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.042754,0.000897,0.02995,10198,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.026369,0.000904,0.030067,10198,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.041557,0.001021,0.031953,10198,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.002178,0.000301,0.017349,10198,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.002178,0.000301,0.017349,10198,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.046093,0.000535,0.02313,10199,2018,Other: Western,Longitudinal,Extreme Right,Outgroup Hostility
-0.013721,0.000535,0.02313,10199,2018,Other: Western,Longitudinal,Extreme Right,Outgroup Hostility
0.267181,0.003289,0.05735,10200,2005,Israel,Correlation,Islamist,Conservatism
0.156259,0.003759,0.061311,10200,2005,Israel,Correlation,Islamist,Conservatism
-0.063084,0.006211,0.07881,10200,2005,Israel,Correlation,Islamist,Conservatism
-0.168579,0.003289,0.05735,10200,2005,Israel,Correlation,Islamist,Conservatism
-0.018002,0.003759,0.061311,10200,2005,Israel,Correlation,Islamist,Conservatism
-0.174758,0.006211,0.07881,10200,2005,Israel,Correlation,Islamist,Conservatism
0.118593,0.005525,0.07433,10201,2019,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0,0.005525,0.07433,10201,2019,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.228019,0.016393,0.128035,10202,2015,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.52548,0.016393,0.128035,10202,2015,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.076335,0.00065,0.025495,10203,2020,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.121606,0.00065,0.025495,10203,2020,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.080721,0.00065,0.025495,10203,2020,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.06929,0.00065,0.025495,10203,2020,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.085088,0.00065,0.025495,10203,2020,Other: Western,(Quasi)Experiment,Islamist,Rally Effects
-0.18612,0.014085,0.11868,10204,2017,Other: Western,(Quasi)Experiment,Islamist,Conservatism
-0.051044,0.014085,0.11868,10204,2017,Other: Western,(Quasi)Experiment,Islamist,Conservatism
-0.023581,0.004202,0.064823,10205,2015,United States,(Quasi)Experiment,No Ideology,Conservatism
0.007827,0.008264,0.090907,10205,2015,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
-0.077209,0.008772,0.093659,10205,2015,United States,(Quasi)Experiment,No Ideology,Conservatism
-0.076392,0.006711,0.081921,10205,2015,United States,(Quasi)Experiment,No Ideology,Conservatism
-0.0441,0.014085,0.11868,10205,2015,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
-0.096996,0.013333,0.115469,10205,2015,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
0.07487,0.001239,0.035199,10206,2011,United States,Correlation,Islamist,Conservatism
-0.024299,0.001239,0.035199,10206,2011,United States,Correlation,Islamist,Outgroup Hostility
0.02657,0.001239,0.035199,10206,2011,United States,Correlation,Islamist,Conservatism
-0.020143,0.001239,0.035199,10206,2011,United States,Correlation,Islamist,Outgroup Hostility
0.061663,0.001239,0.035199,10206,2011,United States,Correlation,Islamist,Conservatism
-0.0976,0.001239,0.035199,10206,2011,United States,Correlation,Islamist,Outgroup Hostility
-0.032968,0.008696,0.093252,10207,2018,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.034814,0.009091,0.095347,10207,2018,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
